timestamp,Active_Power,Wind_Speed,Weather_Temperature_Celsius,Global_Horizontal_Radiation,Wind_Direction,Weather_Daily_Rainfall,Max_Wind_Speed,Air_Pressure,Hail_Accumulation
1/12/2022 17:30,439.1520481,2.383333445,33.88666534,407.960968,166.3000031,0,4.400000095,949.4899902,0
1/12/2022 17:35,405.2029057,1.046666622,33.59666824,386.8883667,229.1666718,0,2.799999952,949.4500122,0
1/12/2022 17:40,373.5715914,1.940000057,33.97999954,364.8016052,224.5666656,0,4.400000095,949.4866943,0
1/12/2022 17:45,338.9640388,1.513333321,33.87666702,344.9863281,275.9333191,0,4.300000191,949.4100342,0
1/12/2022 17:50,307.149437,1.419999957,34.03666687,322.4939575,204.5333405,0,4.699999809,949.4000244,0
1/12/2022 17:55,274.3667626,1.873333335,34.04000092,302.3358765,232.1999969,0,3.700000048,949.4000244,0
1/12/2022 18:00,242.3310614,2.160000086,33.82666779,280.9536133,166.3999939,0,3.599999905,949.3966675,0
1/12/2022 18:05,211.8922539,2.203333378,33.64333344,260.9008179,162.6666718,0,4.699999809,949.4367065,0
1/12/2022 18:10,181.483837,2.013333321,33.5,239.8160248,205.4666595,0,3.400000095,949.4000244,0
1/12/2022 18:15,152.4433446,1.519999981,33.47000122,218.1708984,174.5666656,0,2.700000048,949.4200439,0
1/12/2022 18:20,125.7032708,1.236666679,33.49000168,197.2702637,188.8000031,0,2.5,949.5,0
1/12/2022 18:25,101.620533,0.986666679,33.53333282,176.7154694,190.1000061,0,2.200000048,949.5466309,0
1/12/2022 18:30,80.68282378,1.546666622,33.46666718,157.1730194,181.7666626,0,3,949.6033325,0
1/12/2022 18:35,62.84773773,1.203333378,33.42000198,137.8489838,149.9333344,0,2.700000048,949.7000122,0
1/12/2022 18:40,48.73003888,1.343333364,33.34000015,119.2200012,107.3000031,0,3.400000095,949.7033691,0
1/12/2022 18:45,38.56444985,0.783333361,33.29999924,99.85157013,127.6666641,0,1.700000048,949.7799683,0
1/12/2022 18:50,31.22464597,1.220000029,33.20000076,82.28990936,131.7333374,0,2.5,949.7999878,0
1/12/2022 18:55,26.00144669,1.326666713,32.98666763,65.61448669,108,0,2.599999905,949.8699951,0
1/12/2022 19:00,21.46136233,1.00666666,32.81999969,49.93399429,120.3333359,0,2.400000095,949.9000244,0
1/12/2022 19:05,17.49296248,0.889999986,32.69000244,35.39009094,71.96666718,0,2,949.9000244,0
1/12/2022 19:10,13.07349618,1.026666641,32.49333191,22.36117363,56.23333359,0,1.700000048,949.9000244,0
1/12/2022 19:15,8.380195312,0.810000002,32.38666916,11.64727974,60,0,1.600000024,949.9200439,0
1/12/2022 19:20,4.048821768,0.400000006,32.16666794,2.194630623,113.4333344,0,0.699999988,950.0333252,0
1/12/2022 19:25,-0.328658079,0.400000006,31.7966671,-2.340488195,117.5333328,0,0.899999976,950.1099854,0
1/12/2022 19:30,-0.326416683,0.193333343,31.52000046,-5.354204655,86.59999847,0,0.5,950.2000122,0
1/12/2022 19:35,-0.325789886,0.24000001,31.15666771,-7.004082203,73.06666565,0,0.5,950.2799683,0
1/12/2022 19:40,-0.423707589,0.556666672,30.73999977,-7.656657219,86.16666412,0,1.5,950.3133545,0
